"","gender","age","continent","highest_degree","current_employment","check","platform","philanthropist","socialiser","free_spirit","achiever","disruptor","player","mean_score"
"263",NA,NA,NA,NA,NA,NA,"Microworkers",28,25,25,23,13,23,0.8
"264","Male","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",26,28,28,26,24,28,0.85
"265","Male","26-40","Asia","Bachelor","Full time","A few times a week","MTurk",25,26,25,18,23,26,1
"266","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",20,19,18,17,14,19,0.544172697039494
"267","Male","26-40","Asia","Bachelor","Unemployed","Once a day","Microworkers",23,28,20,22,17,16,0.690401448561649
"268","Male","26-40","America","Bachelor","Full time","Several times a day","MTurk",28,28,28,27,13,27,1
"269","Female","18-25","Asia","Bachelor","Unemployed","Several times a day","Microworkers",28,28,28,26,13,26,0.736754446796632
"270","Male","18-25","Asia","Bachelor","Full time","Once a day","MTurk",24,24,25,22,23,25,0.565994343163494
"271","Male","26-40","Asia","Master","Full time","A few times a week","MTurk",22,20,19,19,18,19,0.738443392500079
"272","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",23,24,22,21,22,22,0.806013967340174
"273","Female","Over 40","Asia","Bachelor","Unemployed","A few times a week","Microworkers",24,25,26,25,26,24,0.673210014367023
"274","Male","26-40","America","Master","Full time","A few times a week","MTurk",17,15,19,18,17,16,0.742718872423573
"275","Male","Over 40","America","Bachelor","Part time","A few times a week","MTurk",10,11,8,10,8,9,0.571344507057439
"276","Female","26-40","America","Master","Part time","Several times a day","Microworkers",28,28,28,28,22,28,0.90929967221211
"277","Female","Over 40","America","Bachelor","Full time","Several times a day","MTurk",21,24,25,24,23,23,0.658113883008419
"278","Female","26-40","Asia","Master","Part time","Several times a day","Microworkers",25,21,24,23,17,24,0.868113883008419
"279","Female","26-40","America","Bachelor","Part time","Several times a day","Microworkers",24,25,27,28,16,27,0.738443392500079
"280","Male","26-40","America","Master","Full time","Once a day","MTurk",24,22,22,22,22,23,0.84347335475692
"281","Male","18-25","America","High school","Full time","Several times a day","MTurk",26,18,22,19,8,23,1
"282","Female","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",26,25,24,26,9,23,0.749056941504209
"283","Female","18-25","Asia","High school","Unemployed","Several times a day","Microworkers",27,22,20,28,13,18,0.919522860933439
"284","Male","18-25","Europe","Bachelor","Unemployed","Hardly ever","Microworkers",23,22,25,26,25,27,0.748600501560222
"285","Female","18-25","Europe","Bachelor","Part time","Hardly ever","Microworkers",16,16,17,20,15,16,0.822109395153487
"286","Male","18-25","Africa","Bachelor","Full time","A few times a week","Microworkers",25,19,26,28,9,22,0.9
"287","Female","26-40","Asia","Bachelor","Part time","Once a day","Microworkers",25,25,26,19,10,24,0.804917960958861
"288","Female","18-25","Asia","Bachelor","Part time","Several times a day","Microworkers",26,23,26,25,12,25,0.668793601114312
"289","Male","26-40","Asia","Bachelor","Part time","Once a day","MTurk",22,21,22,23,23,22,0.918113883008419
"290","Male","18-25","America","Bachelor","Unemployed","Several times a day","Microworkers",17,18,14,16,19,14,0.827905854299981
"291","Male","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",26,23,23,23,23,26,0.78
"292","Male","26-40","America","Bachelor","Full time","Several times a day","MTurk",23,22,23,23,20,24,0.91
"293","Female","18-25","Asia","Bachelor","Full time","Once a day","MTurk",22,22,23,21,23,18,0.751185789203691
"294","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",19,19,16,18,22,23,0.686491106406735
"295","Male","26-40","Asia","Bachelor","Full time","Several times a day","Microworkers",28,27,26,26,12,23,0.926491106406735
"296","Female","26-40","America","Master","Part time","Several times a day","Microworkers",28,28,28,28,17,28,0.748515331570067
"297","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",20,20,18,18,19,16,0.8
"298","Male","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",26,24,22,24,21,24,0.9
"299","Female","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",18,13,17,14,14,15,0.789522860933439
"300","Female","26-40","Asia","Master","Unemployed","Hardly ever","Microworkers",25,21,25,20,20,21,0.55358454218027
"301","Female","26-40","America","Bachelor","Full time","Several times a day","MTurk",21,24,22,24,18,25,0.926491106406735
"302","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",26,24,25,24,25,26,0.863245553203368
"303","Female","26-40","America","Bachelor","Full time","A few times a week","MTurk",26,24,27,26,26,24,0.627155895358281
"304","Female","26-40","Asia","Bachelor","Part time","Once a day","Microworkers",24,22,26,22,17,25,0.819522860933439
"305","Male","26-40","Asia","Master","Full time","A few times a week","MTurk",26,25,26,25,23,26,0.926491106406735
"306","Female","Over 40","America","Bachelor","Full time","Once a day","MTurk",23,12,15,17,7,22,0.848515331570067
"307","Male","26-40","Asia","Bachelor","Full time","Several times a day","MTurk",25,24,21,26,19,25,0.816892554968384
"308","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",26,25,24,23,23,21,0.437170824512628
"309","Male","26-40","Europe","Bachelor","Part time","Several times a day","Microworkers",25,22,25,28,17,25,0.890401448561648
"310","Male","26-40","America","Bachelor","Full time","Several times a day","MTurk",28,24,25,26,17,27,0.96
"311","Male","26-40","America","Master","Full time","Once a day","MTurk",22,19,17,16,21,18,0.758113883008419
"312","Male","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",25,24,23,22,14,17,1
"313","Male","26-40","Europe","Master","Full time","Several times a day","MTurk",23,20,19,18,8,21,0.926491106406735
"314","Male","18-25","Asia","Bachelor","Full time","Several times a day","Microworkers",18,16,16,17,17,16,1
"315","Male","26-40","America","Bachelor","Part time","Several times a day","Microworkers",28,28,27,27,11,26,0.326491106406735
"316","Male","18-25","Africa","Bachelor","Unemployed","Several times a day","Microworkers",24,24,27,27,14,26,0.93228756555323
"317","Male","18-25","Asia","Bachelor","Full time","Several times a day","Microworkers",22,24,23,22,23,22,0.88347335475692
"318","Female","26-40","Africa","Bachelor","Part time","Several times a day","Microworkers",26,25,28,28,14,18,0.919522860933439
"319","Female","18-25","America","Bachelor","Unemployed","Several times a day","Microworkers",28,27,24,28,11,28,0.65298221281347
"320","Female","26-40","America","High school","Full time","A few times a week","MTurk",19,19,19,18,20,16,0.816892554968384
"321","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",26,23,24,23,23,26,0.8
"322","Male","18-25","Asia","Bachelor","Full time","Several times a day","Microworkers",28,28,28,28,19,28,0.91
"323","Male","26-40","Africa","Bachelor","Part time","Once a day","Microworkers",21,28,24,23,22,28,0.958113883008419
"324","Female","18-25","America","High school","Part time","Once a day","Microworkers",25,23,26,25,16,22,1
"325","Male","26-40","Europe","Bachelor","Full time","Several times a day","Microworkers",23,23,24,26,17,26,0.926491106406735
"326","Male","26-40","America","Bachelor","Part time","Several times a day","Microworkers",20,23,24,26,26,24,0.6
"327","Male","18-25","Asia","Bachelor","Full time","Once a day","MTurk",22,20,25,22,20,21,0.68347335475692
"328","Female","18-25","Asia","Master","Full time","Once a day","MTurk",21,23,22,22,24,25,0.669522860933439
"329","Male","26-40","Asia","Bachelor","Full time","Several times a day","Microworkers",28,28,27,27,21,25,0.545618288746751
"330","Female","26-40","Asia","Bachelor","Unemployed","Several times a day","Microworkers",25,20,25,25,15,23,0.784604989415154
"331","Male","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",22,21,23,20,25,18,1
"332","Male","26-40","Europe","High school","Part time","Once a day","Microworkers",23,19,22,22,20,20,0.85373217175517
"333","Male","18-25","Asia","Bachelor","Full time","Once a day","MTurk",26,23,25,25,25,27,0.501166336657696
"334","Male","26-40","Asia","Bachelor","Full time","Several times a day","MTurk",23,23,22,23,20,21,0.763716136981801
"335","Female","26-40","Asia","Master","Full time","Several times a day","Microworkers",26,26,25,22,23,24,0.638589110292205
"336","Female","26-40","Europe","Bachelor","Full time","A few times a week","Microworkers",25,20,24,20,8,21,0.789522860933439
"337","Female","26-40","Asia","Master","Part time","Once a day","Microworkers",24,25,24,24,21,24,0.911185789203691
"338","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",24,27,25,22,24,24,0.918113883008419
"339","Female","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",19,22,20,20,19,17,0.844604989415154
"340","Female","26-40","Asia","Master","Full time","Several times a day","MTurk",26,23,22,15,12,20,0.818778671959965
"341","Male","Over 40","Europe","High school","Full time","Several times a day","Microworkers",25,25,20,21,18,24,0.919522860933439
"342","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",21,22,21,22,20,22,0.877676895610426
"343","Male","26-40","Asia","Bachelor","Part time","Several times a day","MTurk",26,25,26,27,27,26,0.425592894601845
"344","Male","Over 40","America","Master","Full time","Several times a day","Microworkers",28,28,24,27,18,28,0.816892554968384
"345","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",21,20,19,20,20,20,0.926491106406735
"346","Male","26-40","Asia","Bachelor","Full time","Several times a day","Microworkers",25,24,25,24,22,25,1
"347","Male","26-40","America","Master","Full time","Once a day","Microworkers",24,21,22,20,22,22,0.93228756555323
"348","Female","18-25","Asia","Master","Part time","Once a day","Microworkers",27,25,26,22,23,24,0.867413555220529
"349","Male","26-40","Asia","Master","Part time","Several times a day","Microworkers",21,17,16,17,14,18,0.497254888883761
"350","Female","18-25","Asia","High school","Part time","Once a day","Microworkers",26,22,21,22,22,19,0.666693685446068
"351","Female","18-25","Asia","Master","Full time","Several times a day","Microworkers",27,26,26,26,14,26,0.787636743941858
"352","Male","18-25","Asia","Bachelor","Full time","A few times a week","Microworkers",25,22,27,25,15,27,1
"353","Female","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",26,23,24,23,23,26,0.82
"354","Female","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",24,24,23,23,17,23,0.548778671959965
"355","Male","Over 40","Asia","Master","Part time","Several times a day","Microworkers",23,23,23,22,17,24,0.958113883008419
"356","Female","26-40","Asia","Master","Part time","Several times a day","Microworkers",26,23,24,23,13,28,0.88347335475692
"357","Male","18-25","Asia","Bachelor","Full time","Once a day","MTurk",25,23,24,24,24,24,1
"358","Female","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",28,28,23,27,15,28,0.879056941504209
"359","Female","26-40","Asia","Bachelor","Unemployed","Hardly ever","Microworkers",27,27,28,28,22,26,0.494112921194246
"360","Female","18-25","Europe","Bachelor","Part time","A few times a week","Microworkers",21,22,22,22,23,22,1
"361","Male","26-40","America","Master","Full time","A few times a week","MTurk",25,27,26,26,23,22,0.926491106406735
"362","Female","26-40","America","Bachelor","Unemployed","Several times a day","Microworkers",28,28,24,28,14,24,0.758113883008419
"363","Male","26-40","Asia","Bachelor","Part time","A few times a week","MTurk",24,22,25,24,24,22,0.791236577493503
"364","Female","26-40","America","Bachelor","Full time","Once a day","MTurk",25,21,22,23,10,20,0.890401448561648
"365","Female","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",26,23,24,23,23,26,0.823245553203368
"366","Female","26-40","Asia","Bachelor","Unemployed","Several times a day","Microworkers",26,26,26,27,13,27,0.618778671959965
"367","Female","18-25","Africa","Bachelor","Part time","Several times a day","Microworkers",25,26,26,27,23,27,0.758113883008419
"368","Female","18-25","Asia","High school","Unemployed","Several times a day","Microworkers",25,16,28,25,24,28,0.826491106406735
"369","Male","26-40","Asia","Master","Part time","Once a day","Microworkers",26,24,25,26,26,26,0.702287565553229
"370","Female","26-40","Asia","Master","Full time","Several times a day","Microworkers",28,28,28,28,16,28,0.709259520543542
"371","Female","18-25","Asia","Bachelor","Part time","A few times a week","Microworkers",23,24,26,24,25,26,0.582768414136807
"372","Female","26-40","Asia","< High school","Unemployed","Several times a day","Microworkers",24,24,24,20,12,22,0.958113883008419
"373","Female","18-25","Asia","Master","Part time","Several times a day","Microworkers",26,24,23,22,26,25,0.465684457848514
"374","Male","26-40","America","Master","Full time","Several times a day","Microworkers",27,26,25,26,11,24,1
"375","Female","26-40","Asia","High school","Part time","Several times a day","Microworkers",28,28,27,27,12,28,0.911185789203691
"376","Male","Over 40","Africa","Master","Full time","Several times a day","Microworkers",28,22,26,24,20,27,0.93228756555323
"377","Female","18-25","America","Bachelor","Full time","A few times a week","MTurk",20,23,20,21,21,20,0.958113883008419
"378","Female","18-25","Asia","Bachelor","Full time","Several times a day","Microworkers",28,28,28,28,22,28,0.805548047910945
"379","Male","26-40","Europe","Bachelor","Unemployed","Several times a day","Microworkers",23,21,20,20,16,20,0.919522860933439
"380","Female","18-25","Asia","Bachelor","Part time","Hardly ever","Microworkers",24,24,24,24,22,24,0.951185789203691
"381","Male","18-25","Asia","High school","Unemployed","Several times a day","Microworkers",26,25,26,23,11,25,0.717442538768746
"382","Female","26-40","America","High school","Unemployed","Several times a day","Microworkers",28,28,26,28,20,24,0.886491106406735
"383","Female","18-25","Asia","High school","Unemployed","Several times a day","Microworkers",24,20,17,20,20,22,0.879056941504209
"384","Male","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",27,23,25,26,21,23,0.675055979690037
"385","Male","18-25","America","High school","Full time","Once a day","Microworkers",26,26,27,22,20,27,0.474590060260807
"386","Female","18-25","Europe","High school","Unemployed","Several times a day","MTurk",23,20,20,21,12,24,0.87
"387","Male","Over 40","Europe","High school","Unemployed","Several times a day","Microworkers",22,23,21,24,8,18,0.795910330309342
"388","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",26,25,26,25,17,20,0.659056941504209
"389","Male","18-25","Asia","Bachelor","Full time","Once a day","MTurk",24,23,23,22,20,20,0.495618288746752
"390","Male","18-25","Asia","Bachelor","Full time","Once a day","MTurk",22,18,21,23,19,23,0.588047713906656
"391","Female","26-40","Asia","Bachelor","Full time","Once a day","MTurk",20,19,19,21,18,22,0.715433191242781
"392","Female","26-40","Asia","Bachelor","Part time","Hardly ever","Microworkers",25,17,26,26,18,26,0.846013967340175
"393","Male","26-40","America","Bachelor","Full time","A few times a week","MTurk",18,17,9,13,14,9,0.29895799949571
"394","Male","18-25","Asia","Bachelor","Full time","A few times a week","MTurk",25,24,25,25,26,22,0.588113883008419
"395","Female","18-25","Asia","Bachelor","Unemployed","Once a day","Microworkers",26,26,27,26,8,22,0.789522860933439
"396","Male","Over 40","Europe","< High school","Unemployed","Once a day","Microworkers",22,21,20,21,20,23,0.958113883008419
"397","Female","26-40","Asia","Master","Full time","A few times a week","MTurk",18,17,23,19,15,21,0.726491106406735
"398","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",24,24,22,23,21,22,0.522024225163332
"399","Female","Over 40","Asia","Bachelor","Unemployed","A few times a week","Microworkers",24,24,26,23,21,23,0.926491106406735
"400","Female","18-25","Asia","Master","Full time","Several times a day","Microworkers",27,25,25,25,21,25,0.689021402667865
"401","Male","18-25","Europe","High school","Part time","Several times a day","Microworkers",22,22,24,21,22,22,0.93228756555323
"402","Female","18-25","Asia","High school","Full time","Several times a day","Microworkers",28,28,27,28,10,28,0.951185789203691
"403","Female","26-40","America","Bachelor","Full time","Once a day","MTurk",26,25,25,23,21,24,0.846013967340175
"404","Female","26-40","Asia","Master","Unemployed","Hardly ever","Microworkers",26,25,23,23,12,27,1
"405","Female","26-40","America","High school","Part time","Once a day","Microworkers",28,27,25,25,16,26,0.863245553203368
"406","Female","18-25","Asia","Bachelor","Unemployed","A few times a week","Microworkers",26,24,25,25,15,22,0.658113883008419
"407","Female","26-40","Asia","Master","Part time","Once a day","Microworkers",25,26,23,24,21,20,0.519522860933439
"408","Male","18-25","America","Bachelor","Full time","Once a day","Microworkers",26,25,24,26,7,25,0.918113883008419
"409","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",16,15,18,15,11,22,0.879056941504209
"410","Male","26-40","Asia","Bachelor","Unemployed","Several times a day","Microworkers",26,22,24,25,18,24,0.858778671959965
"411","Male","26-40","Africa","Bachelor","Part time","A few times a week","Microworkers",26,26,20,22,16,21,1
"412","Female","26-40","Africa","Master","Part time","Several times a day","Microworkers",28,28,24,27,22,28,0.919522860933439
"413","Male","18-25","America","Bachelor","Full time","Once a day","MTurk",14,17,20,19,11,18,0.774675230250961
"414","Male","Over 40","America","Master","Full time","Once a day","MTurk",22,21,22,23,25,23,0.726491106406735
"415","Female","18-25","America","High school","Unemployed","Several times a day","Microworkers",24,20,25,25,15,26,0.919522860933439
"416","Male","Over 40","America","Bachelor","Full time","Several times a day","MTurk",26,24,25,26,23,25,0.782768414136807
"417","Male","26-40","Asia","Bachelor","Unemployed","Several times a day","Microworkers",26,27,24,26,9,28,1
"418","Male","18-25","Asia","High school","Unemployed","Several times a day","Microworkers",26,25,24,21,17,26,0.608443392500079
"419","Male","26-40","Europe","High school","Unemployed","Several times a day","Microworkers",22,16,21,22,21,20,0.87
"420","Female","18-25","Europe","High school","Part time","Several times a day","Microworkers",20,21,19,20,20,21,0.661185789203691
"421","Male","18-25","America","Bachelor","Part time","Once a day","Microworkers",14,17,17,20,18,20,0.371359436211787
"422","Female","26-40","Asia","Bachelor","Unemployed","Once a day","Microworkers",25,26,21,21,21,18,0.565055979690037
"423","Female","Over 40","Asia","Bachelor","Full time","Once a day","Microworkers",28,28,24,26,13,25,0.508863841950119
"424","Male","18-25","Asia","Bachelor","Full time","Several times a day","MTurk",26,23,24,23,23,26,0.594868329805051
"425","Female","26-40","America","High school","Unemployed","Once a day","MTurk",16,13,18,20,15,19,0.951185789203691
"426","Male","26-40","Asia","Bachelor","Full time","Several times a day","MTurk",22,21,22,21,23,20,0.754604989415154
"427","Male","18-25","Asia","Bachelor","Full time","A few times a week","MTurk",24,23,24,23,23,19,0.879056941504209
"428","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",24,22,24,25,23,23,0.623066225667623
"429","Female","18-25","Asia","Bachelor","Unemployed","Hardly ever","Microworkers",28,28,28,28,11,28,0.846013967340175
"430","Male","26-40","America","Master","Full time","A few times a week","MTurk",22,21,22,23,20,22,0.699056941504209
"431","Male","18-25","Europe","High school","Part time","Several times a day","Microworkers",25,28,26,26,12,27,0.877636743941858
"432","Male","26-40","Asia","Bachelor","Full time","Several times a day","MTurk",15,12,11,9,10,19,0.719522860933439
"433","Female","18-25","Asia","Bachelor","Full time","A few times a week","Microworkers",22,25,27,26,15,26,0.951185789203691
"434","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",19,19,19,23,19,18,0.7
"435","Female","18-25","America","Bachelor","Unemployed","Several times a day","Microworkers",25,26,25,26,13,28,1
"436","Female","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",27,26,28,27,22,28,0.781185789203691
"437","Male","26-40","America","Bachelor","Full time","A few times a week","MTurk",22,24,21,22,18,22,0.958113883008419
"438","Female","26-40","Asia","Bachelor","Full time","Once a day","MTurk",24,24,24,25,20,24,0.726491106406735
"439","Male","18-25","America","High school","Unemployed","Several times a day","Microworkers",28,28,28,28,19,28,0.91
"440","Male","18-25","Asia","Bachelor","Unemployed","A few times a week","Microworkers",27,27,28,27,17,25,0.919522860933439
"441","Female","26-40","America","High school","Part time","Several times a day","Microworkers",23,20,27,26,16,21,0.93228756555323
"442","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",19,19,18,17,19,21,0.690084012854152
"443","Female","26-40","Asia","Master","Part time","Several times a day","Microworkers",26,28,26,28,27,26,1
"444","Female","Over 40","America","Bachelor","Full time","Several times a day","MTurk",28,12,27,28,10,27,0.93228756555323
"445","Female","26-40","America","Master","Part time","Several times a day","Microworkers",28,28,28,28,22,28,0.875592894601845
"446","Male","18-25","Asia","Bachelor","Full time","Several times a day","Microworkers",27,28,27,28,10,24,0.91
"447","Female","26-40","America","High school","Full time","Several times a day","MTurk",25,24,24,27,9,26,0.958113883008419
"448","Male","Over 40","America","Bachelor","Full time","Several times a day","MTurk",18,20,17,15,13,20,0.890401448561648
"449","Female","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",25,20,24,16,10,22,0.93228756555323
"450","Female","26-40","Asia","Bachelor","Full time","Several times a day","Microworkers",28,27,26,28,11,27,0.858778671959965
"451","Male","18-25","Asia","Bachelor","Unemployed","Several times a day","Microworkers",23,24,22,23,26,25,0.87
"452","Female","26-40","Asia","Master","Full time","Several times a day","Microworkers",23,23,20,20,18,21,0.837170824512628
"453","Female","18-25","Asia","Bachelor","Part time","Several times a day","Microworkers",25,24,25,27,19,25,1
"454","Female","18-25","Asia","Master","Full time","Once a day","Microworkers",27,28,26,24,11,23,0.65929967221211
"455","Female","18-25","Asia","Bachelor","Unemployed","Several times a day","Microworkers",24,24,23,25,13,23,0.958113883008419
"456","Male","26-40","Asia","Master","Full time","Several times a day","Microworkers",28,28,28,22,10,28,0.678426854552126
"457","Female","26-40","Asia","Bachelor","Full time","Once a day","MTurk",26,28,26,27,26,24,0.615141149680191
"458","Male","18-25","Asia","Master","Part time","Once a day","Microworkers",23,27,26,26,25,26,0.669458390065858
"459","Male","26-40","America","Master","Full time","Once a day","MTurk",11,9,7,6,7,10,0.811344507057439
"460","Male","26-40","America","Master","Full time","A few times a week","MTurk",26,27,26,25,24,26,1
"461","Male","26-40","America","Master","Full time","A few times a week","MTurk",23,21,17,19,16,26,0.719522860933439
"462","Male","26-40","Asia","Bachelor","Full time","A few times a week","Microworkers",24,23,21,25,25,22,0.890401448561648
"463","Male","26-40","America","Bachelor","Full time","Once a day","MTurk",27,24,22,23,13,22,0.81298221281347
"464","Female","26-40","Asia","Bachelor","Full time","A few times a week","MTurk",26,23,24,23,23,26,0.811846054763589
"465","Female","26-40","Asia","Bachelor","Full time","Several times a day","Microworkers",24,24,23,25,11,24,0.90929967221211
"466","Female","18-25","America","Bachelor","Part time","Several times a day","Microworkers",28,27,23,27,17,23,0.858113883008419
"467","Female","26-40","Asia","Bachelor","Full time","Several times a day","Microworkers",25,24,24,24,24,24,0.951185789203691
"468","Male","26-40","Asia","Master","Unemployed","Several times a day","MTurk",22,18,22,22,16,21,0.8
"469","Female","26-40","Asia","Bachelor","Full time","Once a day","Microworkers",24,23,23,24,8,26,0.858778671959965
"470","Female","18-25","Africa","Bachelor","Unemployed","Several times a day","Microworkers",26,16,28,24,20,26,1
"471","Male","26-40","Asia","Master","Part time","Several times a day","Microworkers",27,27,28,27,23,28,0.564411889861064
"472","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",24,23,22,21,21,20,0.575006437976803
"473","Female","26-40","Asia","Master","Unemployed","Once a day","Microworkers",25,24,23,18,16,23,0.91
"474","Female","26-40","Asia","Bachelor","Part time","Hardly ever","Microworkers",27,28,28,28,19,28,0.695949496472593
"475","Female","26-40","Asia","Master","Full time","Once a day","MTurk",26,24,23,24,23,25,0.579056941504209
"476","Male","26-40","Europe","High school","Full time","Several times a day","MTurk",25,20,22,21,12,23,1
"477","Male","26-40","Asia","Bachelor","Full time","Once a day","MTurk",25,25,25,22,26,25,0.846013967340175
"478","Female","Over 40","America","Bachelor","Full time","A few times a week","MTurk",26,23,24,23,23,26,0.790401448561649
"479","Male","26-40","Asia","Bachelor","Part time","Several times a day","Microworkers",27,26,24,25,25,26,0.74
"480","Female","26-40","Europe","High school","Retired","Several times a day","MTurk",24,10,22,19,10,24,1
"481","Male","26-40","America","Master","Full time","Once a day","MTurk",15,21,19,15,20,16,0.93228756555323
